810400.0 , 598200.0 , 509600.0 , 525300.0 , 388300.0 , 343300.0 , 347500.0 , 362600.0 , 347500.0 , 579900.0 , 397000.0 , 392500.0 , 491600.0 , 340800.0 , 391500.0 , 509300.0 , 284500.0 , 382200.0 , 368400.0 , 
Rozmiar wiersza macierzy :, 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 
