243900.0 , 211800.0 , 208900.0 , 281600.0 , 181400.0 , 184800.0 , 175300.0 , 177200.0 , 176700.0 , 205000.0 , 191400.0 , 174400.0 , 210100.0 , 185400.0 , 180400.0 , 175700.0 , 174200.0 , 184200.0 , 185900.0 , 
Rozmiar wiersza macierzy :, 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 
