564800.0 , 318000.0 , 308000.0 , 301900.0 , 296900.0 , 286400.0 , 298000.0 , 287200.0 , 317800.0 , 312200.0 , 294800.0 , 301700.0 , 301400.0 , 294700.0 , 318100.0 , 289300.0 , 292400.0 , 336600.0 , 557300.0 , 
Rozmiar wiersza macierzy :, 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 22 , 
